id,title,artist,bpm,camelot,musical_key,beatport_url,beatport_track_id
697b352a8ba578a5c24de285,Divina Obscenidad,"W.O.L.F., Giorgio Brindesi, Esqivel",120,12B,E Major,https://www.beatport.com/track/divina-obscenidad/18634602,18634602
697b35af8ba578a5c24de2ad,Bo Ni Ke - Simple Symmetry Remix,"Iñigo Vontier, Simple Symmetry",120,8B,C Major,https://www.beatport.com/track/bo-ni-ke/13177511,13177511
697b3da98ba578a5c24de305,Dead Disco,"Jim Rider, Mai Lawson",121,7A,D Minor,https://www.beatport.com/track/dead-disco/20034454,20034454
697b3e328ba578a5c24de31c,Ice Cream - Extended Mix,KEYTARBI,123,4A,F Minor,https://www.beatport.com/track/ice-cream/20066004,20066004
697b3ece8ba578a5c24de35a,Party - Extended Mix,KEYTARBI,123,9B,G Major,https://www.beatport.com/track/party/20066003,20066003
697b3f4e8ba578a5c24de373,Keep Going,LIINA,128,11B,A Major,https://www.beatport.com/track/keep-going/20742533,20742533
697b3ff88ba578a5c24de3b5,"Hush Hush - Nobe, John Candy Remix Radio Edit","Lil'M, Jok, Niki4, NoBe, John Candy",122,4B,Ab Major,https://www.beatport.com/track/hush-hush/15910495,15910495
697b40768ba578a5c24de3da,We Gonna Light - Extended Mix,LMoon,124,7A,D Minor,https://www.beatport.com/track/we-gonna-light/20374472,20374472
697b41668ba578a5c24de441,Scuze Me,Luke Alessi,122,11A,Gb Minor,https://www.beatport.com/track/scuze-me/17074147,17074147
697b41ee8ba578a5c24de482,Blooming Flower - Whitesquare Remix,"Parallelle, Abundance, Whitesquare",118,9B,G Major,https://www.beatport.com/track/blooming-flower/15082167,15082167
697b426a8ba578a5c24de49f,The Weekend Free,Lyuba Tven,122,11A,Gb Minor,https://www.beatport.com/track/the-weekend-free/19985229,19985229
697b43198ba578a5c24de4e2,Crystal,Mad&Lynn,124,10A,B Minor,https://www.beatport.com/track/crystal/18405622,18405622
697b436f8ba578a5c24de4f5,Song in My Heart - Extended Mix,KEYTARBI,122,9B,G Major,https://www.beatport.com/track/song-in-my-heart/19010839,19010839
697b43dd8ba578a5c24de524,Super Cool,Made In TLV,122,10B,D Major,https://www.beatport.com/track/super-cool/18728231,18728231
697b44458ba578a5c24de551,ya no estoy sad :(,"Madhouse, SAASH, Adrian Bluper",125,2B,Gb Major,https://www.beatport.com/track/ya-no-estoy-sad-/20115522,20115522
697b449f8ba578a5c24de570,Mordidas y Rayas,"Madhouse, W.O.L.F., Esqivel",122,9B,G Major,https://www.beatport.com/track/mordidas-y-rayas/18427138,18427138
697b45028ba578a5c24de5af,Mia,Maori,125,9B,G Major,https://www.beatport.com/track/mia/20050527,20050527
697b45878ba578a5c24de5ca,Baby - Extended Mix,Mariam Key,123,3B,Db Major,https://www.beatport.com/track/baby/19213113,19213113
697b47258ba578a5c24de6c5,Caele - Extendida,"W.O.L.F., Satara, Madhouse",123,11B,A Major,https://www.beatport.com/track/caele/16896989,16896989
697b478b8ba578a5c24de6da,Stranger Candy,Maori,124,11B,A Major,https://www.beatport.com/track/stranger-candy/18628711,18628711
697b47f08ba578a5c24de6f7,Oh Mother - Extended Mix,MENTESH,128,6A,G Minor,https://www.beatport.com/track/oh-mother/19616565,19616565
697b48568ba578a5c24de713,Step Outside - Original Mix,METODI,122,7B,F Major,https://www.beatport.com/track/step-outside/5367706,5367706
697b48a88ba578a5c24de72e,Butterflies - Extended Mix,Misha Klein,123,4A,F Minor,https://www.beatport.com/track/butterflies/18638009,18638009
697b49ae8ba578a5c24de78f,Loco Bogota - Bonafique Remix,"Nino Tores, Bonafique",125,11A,Gb Minor,https://www.beatport.com/track/loco-bogota/18657536,18657536
697b4a1c8ba578a5c24de7ab,FE3L,Notre Dame,125,10B,D Major,https://www.beatport.com/track/fe3l/19138152,19138152
697b4a8e8ba578a5c24de7c7,True,"Oppaacha, Prana Flow",126,1B,B Major,https://www.beatport.com/track/true/19843494,19843494
697b4b078ba578a5c24de7df,Break Your Storm - Extended Mix,Napolli,124,9B,G Major,https://www.beatport.com/track/break-your-storm/19213109,19213109
697b4ca98ba578a5c24de8c4,Never Forget - Extended Mix,"NoBe, Matvienkov",122,2B,Gb Major,https://www.beatport.com/track/never-forget/18942975,18942975
697b4d0d8ba578a5c24de8d9,Religion,Prana Flow,124,6A,G Minor,https://www.beatport.com/track/religion/18632000,18632000
697b4da48ba578a5c24de8f8,They Game,Red Axes,116,7A,D Minor,https://www.beatport.com/track/they-game/13351645,13351645
697b4e9c8ba578a5c24de913,Back From the Future - Extended Mix,Para Noir,119,9B,G Major,https://www.beatport.com/track/back-from-the-future/20121886,20121886
697b4f9e8ba578a5c24de931,Bismuth,Renato Cohen,124,7A,D Minor,https://www.beatport.com/track/bismuth/13295642,13295642
697b501b8ba578a5c24de94d,Incognito - Extended Mix,Rocco Lazzaro,122,1B,B Major,https://www.beatport.com/track/incognito/19801663,19801663
697b509d8ba578a5c24de973,I Get Deep - Roland Leesker's Come Into Our House Rework Rework,"Roland Clark, Roland Leesker",126,7B,F Major,https://www.beatport.com/track/i-get-deep/17063116,17063116
697b51218ba578a5c24de98f,Push Up - Extended Mix,Shan Tazh,124,11B,A Major,https://www.beatport.com/track/push-up/19163942,19163942
697b521a8ba578a5c24de9b4,Dame Mas - W.O.L.F. Remix,"BadWolf, XXOFF, W.O.L.F.",122,11B,A Major,https://www.beatport.com/track/dame-mas/19230529,19230529
697b529e8ba578a5c24de9d2,TODOS SON DJS,"W.O.L.F., justoese",124,11A,Gb Minor,https://www.beatport.com/track/todos-son-djs/19046502,19046502
697b5d088ba578a5c24dea4f,Koshmaro,"Rina, Benji",120,7B,F Major,https://www.beatport.com/track/koshmaro/14449870,14449870
697b5e1f8ba578a5c24dea90,Acid Sunday - Flave's No Coke Remix,"Planet Caravan, Flave",120,3B,Db Major,https://www.beatport.com/track/acid-sunday/20181978,20181978
697b5ead8ba578a5c24deac4,Retro Future - HIGHLITE Remix,"Rami Chami, HIGHLITE",121,7B,F Major,https://www.beatport.com/track/retro-future/16126167,16126167
697b5f2e8ba578a5c24deae6,Particles - Extended,Secret Echoes,123,7A,D Minor,https://www.beatport.com/track/particles/20148695,20148695
697b5fa48ba578a5c24deb08,Gypsy,The Organism,122,8A,A Minor,https://www.beatport.com/track/gypsy/11595586,11595586
697b60d58ba578a5c24deb23,Zeppelin,XANDL,122,6A,G Minor,https://www.beatport.com/track/zeppelin/17610376,17610376
697b61b88ba578a5c24deb4c,Si T'etais Pas Papa - (Elfenberg & Godash Remix),"Sijoune, Elfenberg, Godash",120,11B,A Major,https://www.beatport.com/track/si-tetais-pas-papa/19679523,19679523
697b62258ba578a5c24deb6b,Tek Tek,Ribas Abbas,120,4B,Ab Major,https://www.beatport.com/track/tek-tek/17406252,17406252
697b62758ba578a5c24deb82,Stereovision,Prana Flow,120,3B,Db Major,https://www.beatport.com/track/stereovision/17164157,17164157
697b63d28ba578a5c24dec29,Set Me Free,Prana Flow,123,2A,Eb Minor,https://www.beatport.com/track/set-me-free/18800547,18800547
697b64418ba578a5c24dec5a,Flame,PINTO.,122,2B,Gb Major,https://www.beatport.com/track/flame/16909667,16909667
697b64a48ba578a5c24dec79,Bagavoa (Lifestyle),"Omri Smadar, Hila Ruach",125,6B,Bb Major,https://www.beatport.com/track/bagavoa-lifestyle/17760783,17760783
697b65088ba578a5c24dec96,You Sold Me,"NoBe, Matvienkov",120,9B,G Major,https://www.beatport.com/track/you-sold-me/18444406,18444406
697b657a8ba578a5c24decc0,Paradise - Anturage & Alexey Union Remix,"gleb filipchenkow, Remo (NM), Anturage, Alexey Union",118,2B,Gb Major,https://www.beatport.com/track/paradise-feat-remo-nm/17586065,17586065
697b664a8ba578a5c24decdd,Blue Grass,Cipy,119,7B,F Major,https://www.beatport.com/track/blue-grass/17796471,17796471
697b66c88ba578a5c24decfd,New Dawn,"Alexey Union, Anna Almani",120,9B,G Major,https://www.beatport.com/track/new-dawn/18052725,18052725
697b689d8ba578a5c24ded3b,Telephone Rose,Lunar Disco,125,7A,D Minor,https://www.beatport.com/track/telephone-rose/16439781,16439781
697b69148ba578a5c24ded61,Fury,"Teho, Joris Delacroix",124,2A,Eb Minor,https://www.beatport.com/track/fury/15804404,15804404
697b6cf28ba578a5c24dee87,Be My Lover,Nhii,120,11B,A Major,https://www.beatport.com/track/be-my-lover/17444819,17444819
697b6df08ba578a5c24deeb4,Never Too Late,"Kadosh, Moodintrigo, Melödisch",124,7B,F Major,https://www.beatport.com/track/never-too-late-feat-moodintrigo-feat-meldisch/16254361,16254361
697b6e7c8ba578a5c24deeda,Morumbi - Stefan Obermaier Remix,"Tocadisco, Stefan Obermaier",120,3A,Bb Minor,https://www.beatport.com/track/morumbi/15349408,15349408
697b6f418ba578a5c24deefd,Fading Color,"Zigan Aldi, Monohøle",117,10B,D Major,https://www.beatport.com/track/fading-color/18543683,18543683
697b6fd38ba578a5c24def27,Sun Is Setting,"Artaria, Jean Vayat, Evelynka",124,12B,E Major,https://www.beatport.com/track/sun-is-setting/14529748,14529748
697b706a8ba578a5c24def51,Give It To Me,"Aidan Lavelle, Cari Golden",122,5A,C Minor,https://www.beatport.com/track/give-it-to-me/11016072,11016072
697b72728ba578a5c24def98,Let's Pretend - Tube & Berger Remix,"Helsloot, Tube & Berger",125,12B,E Major,https://www.beatport.com/track/lets-pretend/16474643,16474643
697b734e8ba578a5c24deff0,You Dont Know Me - Can I Be Here Mix,"Just Emma, Kollektiv Sheesh, Gokan",121,10A,B Minor,https://www.beatport.com/track/you-dont-know-me-feat-gokan/21338062,21338062
697b73d68ba578a5c24df01e,Take Me Higher - Extended Mix,Alar,122,7B,F Major,https://www.beatport.com/track/take-me-higher/20042155,20042155
6980d486a1ab5e32623720bb,Hypnotic,AIKON,123,4B,Ab Major,https://www.beatport.com/track/hypnotic/18659177,18659177
6980d4fba1ab5e32623720d8,Ghost Red - Extended Mix,ArtSky,124,9B,G Major,https://www.beatport.com/track/ghost-red/20397247,20397247
6980d56ea1ab5e326237211e,My Looks - Extended Mix,"DJ VOLV, Benesh",123,9B,G Major,https://www.beatport.com/track/my-looks/20038654,20038654
6980d629a1ab5e326237216f,Toxic,"Chris Lake, Ragie Ban",129,4A,F Minor,https://www.beatport.com/track/toxic/20291674,20291674
6980d68da1ab5e32623721a1,Crispy Base - Just Emma 6AM Remix,"Deep Ändi, KataHaifisch, Just Emma",122,8B,C Major,https://www.beatport.com/track/crispy-base/18702584,18702584
6980d6eaa1ab5e32623721c3,Meerane - Kon Faber Remix,"Deep Ändi, Kon Faber",119,6A,G Minor,https://www.beatport.com/track/meerane/19418276,19418276
6980d868a1ab5e3262372206,Neophobia - Third Son Remix,"Esprit Divers, Third Son",124,10B,D Major,https://www.beatport.com/track/neophobia/16533822,16533822
6980d907a1ab5e326237222a,Sans Vetements - Plastic Robots Remix - Edit,"Far&High, Plastic Robots",125,7B,F Major,https://www.beatport.com/track/sans-vetements/18557121,18557121
6980d968a1ab5e3262372244,Space Escort,Fire Fire,120,10B,D Major,https://www.beatport.com/track/space-escort/16391818,16391818
6980da3ea1ab5e3262372285,Divina Obscenidad,"W.O.L.F., Giorgio Brindesi, Esqivel",120,12B,E Major,https://www.beatport.com/track/divina-obscenidad/18634602,18634602
6980daeda1ab5e326237229e,Infusion,Jiggler,124,8B,C Major,https://www.beatport.com/track/infusion/19783271,19783271
6980dc18a1ab5e32623722bb,Lost,"Just Emma, Gokan",122,6A,G Minor,https://www.beatport.com/track/lost-feat-gokan/19805159,19805159
6980dca5a1ab5e32623722d8,Freaks In D-Pressure,Natema,122,11A,F# Minor,https://www.beatport.com/track/freaks-in-dpressure/12440943,12440943
6980dd69a1ab5e32623722f1,Can You Feel It - Extended Mix,Panic Chase,122,4A,F Minor,https://www.beatport.com/track/can-you-feel-it/18638011,18638011
6980ddc5a1ab5e3262372304,Old School - Extended Mix,Panic Chase,122,4B,Ab Major,https://www.beatport.com/track/old-school/18562153,18562153
6980de60a1ab5e326237231d,Break Darkness - Extended Mix,Para Noir,123,9B,G Major,https://www.beatport.com/track/break-darkness/19363844,19363844
6980dfaca1ab5e3262372341,We You - Adam Ten Remix,"Super Flu, Adam Ten",123,5B,Eb Major,https://www.beatport.com/track/we-you/18669600,18669600
6980e079a1ab5e326237235f,Late Night Talking - Just Emma's 6AM Mix,"Überhaupt & Außerdem, Just Emma",122,9B,G Major,https://www.beatport.com/track/late-night-talking/20502927,20502927
6980e0f2a1ab5e3262372380,Second Chances - Just Emma Remix,"thea & schtu, Just Emma",114,8A,A Minor,https://www.beatport.com/track/second-chances/17871573,17871573
6980e251a1ab5e32623723cb,Some Words of Faith,VoX LoW,120,8B,C Major,https://www.beatport.com/track/some-words-of-faith/10862245,10862245
6980e332a1ab5e32623723f8,Zumbido (Asesino),"BadWolf, W.O.L.F., Adrian Bluper",120,4A,F Minor,https://www.beatport.com/track/zumbido-asesino/17110395,17110395
6980e3a5a1ab5e3262372410,Algernon,Whitesquare,121,10B,D Major,https://www.beatport.com/track/algernon/12024067,12024067
6980e441a1ab5e3262372437,Talk,"XANDL, Juterus",124,1A,Ab Minor,https://www.beatport.com/track/talk/18796108,18796108
6980ea41a1ab5e3262372455,Total Recall,Acrobat,122,8A,A Minor,https://www.beatport.com/track/total-recall/18334714,18334714
6980eabca1ab5e3262372473,Night In Dubai - Radio Mix,Alexey Romeo,120,6B,Bb Major,https://www.beatport.com/track/night-in-dubai/17470180,17470180
6980eb25a1ab5e326237249b,Like That,"Oppaacha, Borey",127,10B,D Major,https://www.beatport.com/track/like-that/19843493,19843493
6980eb99a1ab5e32623724b5,Ngani,Borsky,122,7B,F Major,https://www.beatport.com/track/ngani/20278108,20278108
6980eceba1ab5e326237250b,Stray Man,"Filippos, Dimp",123,9B,G Major,https://www.beatport.com/track/stray-man/18133167,18133167
6980ee07a1ab5e326237253e,"Crave - Natasha Wax, Sony Vibe Remix","Esmanur, Natasha Wax, Sony Vibe",124,3A,Bb Minor,https://www.beatport.com/track/crave/19872547,19872547
6980ee63a1ab5e3262372562,Tape of Way - Dub Pepper Remix,"Jean De Saar, Dub Pepper",123,7B,F Major,https://www.beatport.com/track/tape-of-way/19232812,19232812
6980eecba1ab5e3262372586,Come Back,"Margaryan, Ira Ange",120,12B,E Major,https://www.beatport.com/track/come-back-feat-ira-ange/18218361,18218361
6980ef46a1ab5e326237259f,Watchin' You - Extended Mix,Misha Klein,123,3A,Bb Minor,https://www.beatport.com/track/watchin-you/19360269,19360269
6980efbda1ab5e32623725b8,Magic - Extended Mix,MODBIT,124,7B,F Major,https://www.beatport.com/track/magic/20618447,20618447
6980f023a1ab5e32623725df,Gibberish,"DARNO, Moon's Voyager",120,8B,C Major,https://www.beatport.com/track/gibberish/20647644,20647644
6980f080a1ab5e3262372607,Funk - Monblaire Remix,"PINTO., Monblaire",124,6A,G Minor,https://www.beatport.com/track/funk/18324799,18324799
6980f110a1ab5e3262372620,Perunuka - Extended Mix,Prana Flow,122,7B,F Major,https://www.beatport.com/track/perunuka/20484215,20484215
6980f1a8a1ab5e3262372648,Just the Lights,"Space Food, Tommy Veanud",123,7B,F Major,https://www.beatport.com/track/just-the-lights/19337745,19337745
6980f275a1ab5e326237268d,Like That,"Kasango, Chris Arna, Voodoochild",122,7B,F Major,https://www.beatport.com/track/like-that/19530927,19530927
6980f342a1ab5e32623726af,That I Want,Fairtone,122,5B,Eb Major,https://www.beatport.com/track/that-i-want/18531707,18531707
6980f424a1ab5e32623726d7,Phoenix - Bu.Di Remix,"Agraba, Bu.Di",121,1A,Ab Minor,https://www.beatport.com/track/phoenix/17156380,17156380
6980f4cda1ab5e32623726f0,Abracadabra,Aldis,124,8A,A Minor,https://www.beatport.com/track/abracadabra/20435735,20435735
6980f54ca1ab5e326237270a,Cross The Gate,Alphadog,124,11A,Gb Minor,https://www.beatport.com/track/cross-the-gate/17161831,17161831
6980f597a1ab5e326237271e,Inspiration,Alphadog,122,8A,A Minor,https://www.beatport.com/track/inspiration/17161828,17161828
6980f6c5a1ab5e326237276b,Honey Sweet - Extended Mix,Brosso,124,10B,D Major,https://www.beatport.com/track/honey-sweet/20418405,20418405
6980f6fca1ab5e326237277e,One - Edit,briqs,122,2A,Eb Minor,https://www.beatport.com/track/one/18865697,18865697
6980f80ba1ab5e32623727cf,Serotonine,Discip,128,9B,G Major,https://www.beatport.com/track/serotonine/19789359,19789359
6980f9efa1ab5e3262372cf9,Present Moment - DJ Skif Remix,"Dj Nils, Dj Skif",122,9B,G Major,https://www.beatport.com/track/present-moment/18911535,18911535
6980fa4aa1ab5e3262372d0c,Feel the Beat,DEFLEE,123,11B,A Major,https://www.beatport.com/track/feel-the-beat/17527845,17527845
6980faa5a1ab5e3262372d23,Talk,DEFLEE,122,6A,G Minor,https://www.beatport.com/track/talk/17527842,17527842
6980fb2ea1ab5e3262372d38,Present Moment,Dj Nils,122,9B,G Major,https://www.beatport.com/track/present-moment/18911534,18911534
6980fbb6a1ab5e3262372d4b,One Two Trip,Dj Skif,122,9B,G Major,https://www.beatport.com/track/one-two-trip/17865726,17865726
6980fc29a1ab5e3262372d6f,Freestyle - Extended Mix,"Dobrov, Molekula",122,7B,F Major,https://www.beatport.com/track/freestyle/20348940,20348940
6980fcbda1ab5e3262372dad,Trump'et,"Dub Pepper, Februm",124,4A,F Minor,https://www.beatport.com/track/trumpet/20100595,20100595
6980fd25a1ab5e3262372dca,Nonstop - Extended Mix,FAR,122,7B,F Major,https://www.beatport.com/track/nonstop/19660975,19660975
6980fd71a1ab5e3262372ddd,Walking With Fire,FAR,122,9B,G Major,https://www.beatport.com/track/walking-with-fire/19220042,19220042
6980fe55a1ab5e3262372e2e,You Know,FAR,123,9B,G Major,https://www.beatport.com/track/you-know/19509643,19509643
6980feb9a1ab5e3262372e48,Pit Stop - Extended Mix,"Fairtone, Margaryan",122,8A,A Minor,https://www.beatport.com/track/pit-stop/19592751,19592751
6980ff44a1ab5e3262372e66,Picture - Extended Mix,"Gar1sson, Molekula",123,12B,E Major,https://www.beatport.com/track/picture/19829192,19829192
6980ff95a1ab5e3262372e83,Closer - Extended Mix,Halo Far,123,10B,D Major,https://www.beatport.com/track/closer/18977813,18977813
6981000aa1ab5e3262372ea2,Girls,"Halo Far, Che&Mos",123,7B,F Major,https://www.beatport.com/track/girls/19939489,19939489
698100b2a1ab5e3262372f3d,Shine,Jiggler,122,10A,B Minor,https://www.beatport.com/track/shine/11032438,11032438
69810126a1ab5e3262372f6c,The Point - Extended Mix,JONAH.,124,7B,F Major,https://www.beatport.com/track/the-point/20304839,20304839
698101a4a1ab5e3262372f85,Feeling - Extended Mix,KEYTARBI,123,9A,E Minor,https://www.beatport.com/track/feeling/19010838,19010838
69810213a1ab5e3262372f9e,Without You,Mad&Lynn,123,8A,A Minor,https://www.beatport.com/track/without-you/18405620,18405620
6981028aa1ab5e3262372fc0,"Come Back - DEFLEE, Dub Pepper Remix","Margaryan, Ira Ange, DEFLEE, Dub Pepper",123,12B,E Major,https://www.beatport.com/track/come-back-feat-ira-ange/18218363,18218363
698103cda1ab5e32623730ad,Better Times,Matvienkov,120,4A,F Minor,https://www.beatport.com/track/better-times/20083316,20083316
69810429a1ab5e32623730d1,Feel That - Extended Mix,"Ben Lipshitz, MENTESH",126,7B,F Major,https://www.beatport.com/track/feel-that/19616566,19616566
698104f2a1ab5e326237311a,Sun - Rafael Remix,"Mita Gami, Rafael",125,2B,Gb Major,https://www.beatport.com/track/sun/19944961,19944961
6981057da1ab5e326237314c,Soultrain,"Tripolism, Nandu, Radeckt",120,12B,E Major,https://www.beatport.com/track/soultrain/18686751,18686751
698105fda1ab5e326237316e,Lost & Found,"Paysage, Dj Skif",122,9B,G Major,https://www.beatport.com/track/lost-found/18716897,18716897
6981065fa1ab5e326237319d,Gonna Be With You - Kellerkind Remix,"PillowTalk, Gustavo Lobo, Kellerkind",124,2A,D# Minor,https://www.beatport.com/track/gonna-be-with-you/13799066,13799066
698106d9a1ab5e32623731b6,She Comes - Extended Mix,RozálesD,125,8A,A Minor,https://www.beatport.com/track/she-comes/20382019,20382019
69810734a1ab5e32623731ec,One of Us - Dennis Ferrer Remix,"Sabb, Forrest, Dennis Ferrer",122,7B,F Major,https://www.beatport.com/track/one-of-us-feat-forrest/6794353,6794353
698107a8a1ab5e326237322c,This Music - Maori Remix,"Sian, Sasha Carassi, David LeSal, Maori",124,11B,A Major,https://www.beatport.com/track/this-music/18686995,18686995
69810a20a1ab5e32623733f1,Brain Delay - Edit,"Broken Hill, Soraya",122,4A,F Minor,https://www.beatport.com/track/brain-delay/20223872,20223872
69810aa1a1ab5e3262373415,In My Dream - Extended Mix,"Steering, Ann Epi",122,7B,F Major,https://www.beatport.com/track/in-my-dream/20223744,20223744
69810b12a1ab5e3262373455,1st Class - Hugobeat Remix,"The Visa Tourist, Hugobeat",120,11B,A Major,https://www.beatport.com/track/1st-class/18516364,18516364
69810fe145b3ed6af2d725ce,Level Love,Umid,120,10B,D Major,https://www.beatport.com/track/level-love/20401483,20401483
6981101a45b3ed6af2d725e3,My Way,Umid,121,11B,A Major,https://www.beatport.com/track/my-way/20401484,20401484
6981108d45b3ed6af2d72606,no esta bien. - Radio Edit,"W.O.L.F., Disastro",125,12B,E Major,https://www.beatport.com/track/no-esta-bien/19730970,19730970
698110eb45b3ed6af2d7261c,The Reason - Radio Edit,XANDL,122,12B,E Major,https://www.beatport.com/track/the-reason/14231438,14231438
6981118945b3ed6af2d72666,Delirio,"XANDL, MODBIT",125,2B,Gb Major,https://www.beatport.com/track/delirio/19456375,19456375
698111f545b3ed6af2d72693,From The Speaker To The Right,"Yotam Russo, Lott",117,10B,D Major,https://www.beatport.com/track/from-the-speaker-to-the-right/17588437,17588437
6981130b45b3ed6af2d72982,Monologue,Bonafique,125,8A,A Minor,https://www.beatport.com/track/monologue-/20962298,20962298
6981136645b3ed6af2d7299a,Games,Borsky,122,12B,E Major,https://www.beatport.com/track/games/20429329,20429329
698113c245b3ed6af2d729e3,Wherever You Go,Clim,124,4A,F Minor,https://www.beatport.com/track/wherever-you-go/20451154,20451154
6981141645b3ed6af2d72a09,Peace of Hope - Radio Mix,"Dub Pepper, Wein",123,11B,A Major,https://www.beatport.com/track/peace-of-hope/20787278,20787278
