epoch,bpm_output_loss,bpm_output_mae,key_output_accuracy,key_output_loss,loss,val_bpm_output_loss,val_bpm_output_mae,val_key_output_accuracy,val_key_output_loss,val_loss
11,0.011519762687385082,0.0761752501130104,0.20928898453712463,2.814743995666504,2.815319299697876,0.004875283222645521,0.05814709514379501,0.26139816641807556,2.600595712661743,2.597938299179077
12,0.010546138510107994,0.07184179127216339,0.23423165082931519,2.7930006980895996,2.7935264110565186,0.003676868975162506,0.05264650285243988,0.3343465030193329,2.4112446308135986,2.4121272563934326
13,0.010132338851690292,0.06996410340070724,0.22792431712150574,2.7823660373687744,2.7828736305236816,0.004106790758669376,0.048361871391534805,0.3130699098110199,2.504805088043213,2.496840238571167
14,0.009597355499863625,0.06692946702241898,0.23021788895130157,2.7769088745117188,2.777388572692871,0.0022087309043854475,0.03913145139813423,0.3039513826370239,2.4568076133728027,2.455636978149414
15,0.009725452400743961,0.0657845064997673,0.23480504751205444,2.771946430206299,2.7724320888519287,0.0019753167871385813,0.03390932455658913,0.21276596188545227,2.643092393875122,2.6419448852539062
16,0.009570497088134289,0.06477528065443039,0.2353784441947937,2.762777805328369,2.7632575035095215,0.0019397455034777522,0.031924158334732056,0.3404255211353302,2.4500973224639893,2.445798873901367
17,0.009573585353791714,0.06401719152927399,0.2431192696094513,2.7563576698303223,2.756835699081421,0.0016995505429804325,0.03075583651661873,0.3738601803779602,2.3808300495147705,2.3731117248535156
18,0.009342605248093605,0.06290461868047714,0.2333715558052063,2.7467281818389893,2.747195243835449,0.0017047144938260317,0.03302532806992531,0.3130699098110199,2.4499270915985107,2.4423739910125732
19,0.00944140087813139,0.06286708265542984,0.24369266629219055,2.716301918029785,2.716773748397827,0.00186513876542449,0.035455796867609024,0.37082067131996155,2.3850810527801514,2.382723808288574
20,0.009220881387591362,0.06233316659927368,0.25057339668273926,2.7218756675720215,2.722336769104004,0.0023627053014934063,0.040963832288980484,0.32826748490333557,2.3761279582977295,2.3726742267608643
21,0.009340362623333931,0.06365086138248444,0.2451261430978775,2.7281997203826904,2.7286665439605713,0.0021788645535707474,0.03622099384665489,0.36474165320396423,2.308701992034912,2.301826238632202
22,0.009497768245637417,0.06329603493213654,0.23853211104869843,2.741241931915283,2.7417166233062744,0.0016788874054327607,0.026644788682460785,0.27659574151039124,2.582688093185425,2.5779378414154053
23,0.009456648491322994,0.0628846064209938,0.24655963480472565,2.733262062072754,2.7337353229522705,0.0019435544963926077,0.033210355788469315,0.3343465030193329,2.414807081222534,2.413944959640503
24,0.009356820024549961,0.06256268173456192,0.25831422209739685,2.706078290939331,2.7065463066101074,0.0021409611217677593,0.03606659919023514,0.33130699396133423,2.3860747814178467,2.379587173461914
25,0.009352358058094978,0.06252124160528183,0.2508600950241089,2.698608875274658,2.699075937271118,0.002571835881099105,0.0397232323884964,0.33130699396133423,2.4137227535247803,2.407433032989502
26,0.009406677447259426,0.06357835978269577,0.27006879448890686,2.7049098014831543,2.7053802013397217,0.0027280685026198626,0.036568671464920044,0.3130699098110199,2.4657511711120605,2.4594640731811523
27,0.009416895918548107,0.06331566721200943,0.2580275237560272,2.6953542232513428,2.6958250999450684,0.001858666306361556,0.03278971463441849,0.3465045690536499,2.3813388347625732,2.3701016902923584
28,0.00945327803492546,0.06379121541976929,0.2743692696094513,2.6630172729492188,2.6634912490844727,0.0035520298406481743,0.049012940376996994,0.34954407811164856,2.419814348220825,2.41477632522583
29,0.009331172332167625,0.06295885145664215,0.26032111048698425,2.6906492710113525,2.691115379333496,0.002172014443203807,0.03636547550559044,0.2857142984867096,2.611366033554077,2.6053695678710938
30,0.009321162477135658,0.06340052932500839,0.2565940320491791,2.6787242889404297,2.679189682006836,0.001774607109837234,0.029518263414502144,0.3556230962276459,2.423452854156494,2.415591239929199
31,0.009388265199959278,0.06227077543735504,0.26691514253616333,2.675534963607788,2.676002264022827,0.0025953259319067,0.041653458029031754,0.3404255211353302,2.505983352661133,2.4930331707000732
32,0.009540067054331303,0.06326362490653992,0.26920872926712036,2.6635682582855225,2.6640467643737793,0.0017499476671218872,0.030774669721722603,0.3252279758453369,2.409128427505493,2.3959128856658936
33,0.009440524503588676,0.06352262198925018,0.2666284441947937,2.6643624305725098,2.66483473777771,0.0033219342585653067,0.04717503488063812,0.3404255211353302,2.4260504245758057,2.424459218978882
34,0.009486361406743526,0.06326418370008469,0.2712155878543854,2.6572422981262207,2.657716751098633,0.0016538517083972692,0.029769230633974075,0.31003040075302124,2.476182222366333,2.4712698459625244
35,0.009294994175434113,0.06278716772794724,0.2746559679508209,2.656219244003296,2.656683921813965,0.0034108899999409914,0.05063040554523468,0.3525835871696472,2.3534164428710938,2.3473265171051025
36,0.009359955787658691,0.06341962516307831,0.27694955468177795,2.6579434871673584,2.6584107875823975,0.001996314851567149,0.034452613443136215,0.3617021143436432,2.329960346221924,2.3218483924865723
37,0.009429145604372025,0.06347201764583588,0.27580276131629944,2.6564626693725586,2.656935214996338,0.004006341099739075,0.051856596022844315,0.3069908916950226,2.494699716567993,2.4841036796569824
